customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Domain,RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,CustomerID,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount
,,,,,,,,,,,,,,,,,,,,0,Banking,1461.0,15657085.0,Gardiner,578.0,France,Male,23.0,10.0,88980.32,1.0,1.0,1.0,125222.36,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1462.0,15640627.0,Wan,611.0,Spain,Male,34.0,4.0,0.0,2.0,1.0,0.0,170950.58,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,Banking,1463.0,15566211.0,Hsu,616.0,Germany,Female,41.0,1.0,103560.57,1.0,1.0,0.0,236.45,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1464.0,15669293.0,Hovell,517.0,France,Male,37.0,5.0,113308.84,1.0,0.0,1.0,31517.16,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1465.0,15595067.0,Zhirov,637.0,Spain,Female,40.0,6.0,0.0,2.0,1.0,1.0,181610.6,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1466.0,15753566.0,Espinosa,806.0,France,Female,32.0,3.0,63763.49,1.0,1.0,0.0,156593.09,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1467.0,15650391.0,Wallace,633.0,France,Female,29.0,7.0,169988.35,1.0,1.0,0.0,4272.0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1468.0,15681843.0,Barbour,624.0,Germany,Female,35.0,0.0,180303.24,2.0,1.0,0.0,163587.9,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,Banking,1469.0,15814846.0,Ozerova,691.0,France,Male,52.0,3.0,0.0,1.0,1.0,0.0,175843.68,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,Banking,1470.0,15670374.0,Wright,819.0,Germany,Female,49.0,1.0,120656.86,4.0,0.0,0.0,166164.3,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1471.0,15762332.0,Ulyanova,568.0,Germany,Female,31.0,1.0,61592.14,2.0,1.0,1.0,61796.64,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1472.0,15700223.0,Steiner,806.0,France,Male,48.0,4.0,164701.68,1.0,1.0,1.0,21439.49,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1473.0,15729956.0,Akabueze,726.0,Spain,Female,26.0,1.0,80780.16,1.0,1.0,1.0,19225.85,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1474.0,15594862.0,Aleksandrova,552.0,France,Male,36.0,8.0,0.0,2.0,0.0,0.0,132547.02,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1475.0,15598782.0,Pinto,755.0,Germany,Female,30.0,6.0,154221.37,2.0,0.0,1.0,62688.55,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1476.0,15745080.0,Griffiths,634.0,France,Male,26.0,8.0,0.0,1.0,1.0,0.0,21760.96,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1477.0,15703399.0,McNeil,756.0,France,Female,26.0,5.0,101641.14,2.0,0.0,1.0,154460.68,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1478.0,15732175.0,Bruno,776.0,France,Male,37.0,2.0,0.0,1.0,0.0,1.0,8065.0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,Banking,1479.0,15630725.0,Johnson,649.0,France,Female,45.0,5.0,92786.66,1.0,1.0,0.0,173365.9,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1480.0,15640260.0,Okorie,595.0,Germany,Male,32.0,8.0,131081.66,2.0,1.0,1.0,69428.79,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1481.0,15716822.0,Moen,646.0,France,Male,30.0,5.0,98014.74,1.0,1.0,1.0,12757.14,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1482.0,15583748.0,McGuigan,592.0,Spain,Male,38.0,8.0,0.0,2.0,1.0,0.0,180426.2,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1483.0,15605968.0,Fancher,574.0,France,Male,26.0,8.0,97460.1,1.0,1.0,1.0,43093.67,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1484.0,15790683.0,Matthews,850.0,France,Male,36.0,1.0,104077.19,2.0,0.0,1.0,68594.0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1485.0,15607713.0,Kaeppel,850.0,Spain,Female,29.0,1.0,0.0,2.0,1.0,1.0,197996.65,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,Banking,1486.0,15700212.0,Shih,475.0,France,Female,46.0,10.0,0.0,2.0,0.0,0.0,122953.0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1487.0,15626710.0,Yudina,642.0,France,Female,39.0,4.0,0.0,1.0,1.0,1.0,76821.24,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,Banking,1488.0,15716491.0,Akabueze,710.0,Spain,Female,51.0,4.0,93656.95,1.0,0.0,1.0,141400.51,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,Banking,1489.0,15625824.0,Kornilova,596.0,Spain,Male,30.0,6.0,121345.88,4.0,1.0,0.0,41921.75,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1490.0,15617705.0,Ozioma,609.0,France,Female,39.0,8.0,141675.23,1.0,0.0,1.0,175664.25,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1491.0,15761976.0,Su,797.0,Spain,Female,31.0,8.0,0.0,2.0,1.0,0.0,117916.63,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,Banking,1492.0,15634891.0,Jamison,504.0,Germany,Female,43.0,7.0,102365.49,1.0,1.0,0.0,194690.77,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,Banking,1493.0,15744517.0,Esposito,735.0,Spain,Male,50.0,9.0,0.0,1.0,0.0,0.0,166677.35,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1494.0,15686963.0,Hardiman,680.0,Spain,Female,30.0,3.0,0.0,1.0,1.0,0.0,160131.58,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1495.0,15808189.0,Woodard,449.0,France,Male,52.0,6.0,0.0,2.0,0.0,1.0,123622.0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1496.0,15580845.0,Chienezie,685.0,Germany,Male,57.0,7.0,101868.51,1.0,0.0,1.0,113483.96,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1497.0,15799156.0,Okwuadigbo,569.0,Spain,Male,38.0,8.0,0.0,2.0,0.0,0.0,79618.79,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1498.0,15694296.0,Chineze,631.0,France,Male,35.0,9.0,112392.45,2.0,1.0,0.0,24472.23,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1499.0,15677049.0,O'Brien,595.0,Germany,Female,25.0,7.0,106570.34,2.0,0.0,1.0,177025.79,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1500.0,15583595.0,Tao,461.0,France,Female,28.0,8.0,0.0,1.0,1.0,1.0,103349.74,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,Banking,1501.0,15590146.0,Mao,630.0,France,Male,50.0,1.0,81947.76,1.0,0.0,1.0,63606.22,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1502.0,15801548.0,Buckland,661.0,France,Female,31.0,7.0,144162.3,2.0,1.0,1.0,14490.79,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1503.0,15660833.0,Flannery,796.0,Germany,Male,39.0,5.0,86350.87,2.0,0.0,0.0,105080.53,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,Banking,1504.0,15762277.0,Jamieson,710.0,France,Male,47.0,5.0,158623.14,1.0,0.0,0.0,83499.89,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1505.0,15791302.0,Swift,741.0,France,Male,32.0,8.0,0.0,2.0,1.0,0.0,143598.7,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,Banking,1506.0,15798975.0,Doherty,606.0,Germany,Male,48.0,4.0,132403.56,1.0,0.0,0.0,36091.91,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1507.0,15599956.0,Payne,747.0,France,Male,27.0,10.0,0.0,2.0,0.0,0.0,13007.89,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1508.0,15577274.0,Genovese,549.0,Germany,Female,43.0,3.0,134985.66,1.0,1.0,0.0,6101.41,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1509.0,15701200.0,Lucciano,576.0,France,Male,36.0,6.0,0.0,2.0,1.0,1.0,48314.0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1510.0,15638149.0,Rowley,528.0,France,Male,37.0,6.0,103772.45,1.0,1.0,0.0,197111.99,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1511.0,15786199.0,Hsing,535.0,France,Male,33.0,2.0,133040.32,1.0,1.0,1.0,110299.78,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1512.0,15701765.0,Vincent,575.0,Spain,Female,37.0,0.0,0.0,2.0,0.0,0.0,30114.32,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1513.0,15586974.0,Pearce,656.0,France,Male,39.0,10.0,0.0,2.0,1.0,1.0,98894.64,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1514.0,15729040.0,Lamb,440.0,France,Male,42.0,2.0,0.0,2.0,1.0,0.0,49826.68,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1515.0,15788676.0,Riley,539.0,Spain,Male,38.0,8.0,71460.67,2.0,1.0,1.0,10074.05,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1516.0,15602497.0,Honore,850.0,Spain,Male,39.0,6.0,133214.13,1.0,0.0,1.0,20769.88,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1517.0,15701333.0,Blackburn,646.0,France,Female,37.0,7.0,96558.66,1.0,0.0,0.0,163427.18,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1518.0,15812071.0,Endrizzi,744.0,France,Male,54.0,6.0,93806.31,2.0,0.0,1.0,140068.77,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1519.0,15634375.0,Duncan,710.0,Spain,Female,36.0,8.0,0.0,2.0,0.0,0.0,83206.19,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,Banking,1520.0,15738267.0,Macarthur,544.0,France,Female,64.0,3.0,124043.8,1.0,1.0,1.0,111402.97,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,Banking,1521.0,15786800.0,Gould,723.0,Germany,Male,52.0,5.0,131694.97,1.0,0.0,1.0,92873.5,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1522.0,15591130.0,Medvedev,507.0,Spain,Female,29.0,6.0,0.0,2.0,0.0,1.0,94780.9,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1523.0,15720662.0,Sholes,787.0,France,Female,35.0,1.0,106266.8,1.0,1.0,1.0,16607.15,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1524.0,15751531.0,Shaw,598.0,Spain,Male,41.0,8.0,0.0,2.0,1.0,1.0,161954.43,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1525.0,15653595.0,Ts'ai,796.0,France,Male,51.0,6.0,0.0,2.0,0.0,1.0,194733.28,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1526.0,15568360.0,Rolon,569.0,Spain,Female,41.0,4.0,139840.36,1.0,1.0,1.0,163524.7,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1527.0,15781210.0,Reid,711.0,France,Male,34.0,8.0,0.0,2.0,0.0,0.0,48260.19,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1528.0,15668058.0,Chinwendu,661.0,Germany,Male,35.0,8.0,124098.54,1.0,1.0,0.0,86678.48,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1529.0,15597131.0,Fu,415.0,France,Male,32.0,5.0,145807.59,1.0,1.0,1.0,3064.65,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1530.0,15697283.0,Mackenzie,578.0,Spain,Male,23.0,8.0,0.0,2.0,1.0,0.0,112124.98,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1531.0,15640953.0,Bligh,611.0,France,Female,26.0,2.0,107508.93,2.0,1.0,1.0,120801.65,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1532.0,15715031.0,Davidson,600.0,France,Female,28.0,6.0,0.0,2.0,0.0,1.0,52193.23,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1533.0,15589660.0,Lamble,661.0,Germany,Female,32.0,1.0,145980.23,1.0,0.0,1.0,56636.28,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1534.0,15769818.0,Moore,850.0,France,Female,37.0,3.0,212778.2,1.0,0.0,1.0,69372.88,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,Banking,1535.0,15782736.0,Jose,573.0,Germany,Female,47.0,4.0,152522.47,1.0,0.0,1.0,164038.07,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1536.0,15614818.0,Trevisani,764.0,Spain,Female,33.0,9.0,168964.77,1.0,0.0,1.0,118982.51,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1537.0,15794014.0,Schofield,838.0,France,Female,34.0,8.0,0.0,2.0,1.0,0.0,27472.07,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1538.0,15732448.0,Stewart,821.0,France,Female,28.0,8.0,0.0,1.0,1.0,1.0,36754.13,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1539.0,15723411.0,Jamieson,607.0,Spain,Female,36.0,4.0,98266.3,1.0,1.0,1.0,46416.36,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1540.0,15797686.0,Howard,558.0,France,Male,38.0,8.0,113000.92,1.0,1.0,1.0,152872.39,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1541.0,15605950.0,Onwuamaeze,530.0,Germany,Male,23.0,1.0,137060.88,2.0,1.0,1.0,165227.23,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1542.0,15812497.0,D'Albertis,654.0,Germany,Male,37.0,5.0,112146.12,1.0,1.0,0.0,75927.35,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1543.0,15690678.0,Brooks,530.0,France,Female,33.0,4.0,129307.32,1.0,1.0,1.0,172930.28,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1544.0,15747677.0,Gordon,656.0,Spain,Male,69.0,6.0,163975.09,1.0,1.0,1.0,36108.5,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1545.0,15618926.0,Nwachukwu,520.0,Spain,Male,43.0,7.0,0.0,2.0,1.0,1.0,36202.74,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1546.0,15673908.0,Chinweike,602.0,Germany,Female,42.0,6.0,158414.85,1.0,1.0,1.0,131886.46,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1547.0,15727944.0,Simpkinson,701.0,Germany,Female,48.0,1.0,92072.68,1.0,1.0,1.0,133992.36,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1548.0,15807294.0,Walker,653.0,Spain,Female,30.0,2.0,88243.29,2.0,1.0,1.0,96658.26,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1549.0,15618581.0,Diribe,668.0,Spain,Male,25.0,8.0,0.0,2.0,1.0,1.0,135112.09,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,Banking,1550.0,15584364.0,Trentini,652.0,France,Male,48.0,4.0,59486.31,1.0,1.0,0.0,163944.18,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1551.0,15599552.0,Conway,639.0,Spain,Female,54.0,2.0,0.0,2.0,1.0,1.0,53843.71,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1552.0,15749177.0,Maslow,730.0,Spain,Female,52.0,7.0,0.0,2.0,0.0,1.0,122398.84,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1553.0,15718779.0,Clark,780.0,France,Male,34.0,1.0,0.0,1.0,1.0,1.0,64804.04,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1554.0,15568106.0,L?,592.0,France,Female,38.0,8.0,119278.01,2.0,0.0,1.0,19370.73,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1555.0,15779481.0,Swadling,628.0,France,Male,34.0,4.0,158741.43,2.0,1.0,1.0,126192.54,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,Banking,1556.0,15709994.0,Gallo,658.0,France,Female,40.0,7.0,140596.95,1.0,0.0,1.0,135459.02,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1557.0,15772777.0,Onyemachukwu,850.0,Spain,Female,29.0,10.0,0.0,2.0,1.0,1.0,94815.04,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,Banking,1558.0,15706815.0,Samoylova,515.0,Germany,Male,37.0,2.0,90432.92,1.0,1.0,1.0,188366.04,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1559.0,15618018.0,Dickson,571.0,France,Female,35.0,1.0,104783.81,2.0,0.0,1.0,178512.52,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1560.0,15671032.0,He,760.0,Germany,Male,42.0,0.0,77992.97,2.0,1.0,1.0,97906.38,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1561.0,15634281.0,P'an,720.0,Germany,Female,43.0,10.0,110822.9,1.0,0.0,0.0,72861.94,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1562.0,15766374.0,Leak,632.0,Germany,Male,42.0,4.0,119624.6,2.0,1.0,1.0,195978.86,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,Banking,1563.0,15600991.0,Artemieva,694.0,Germany,Male,31.0,6.0,109052.59,2.0,1.0,1.0,19448.93,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1564.0,15777576.0,Frost,559.0,Spain,Female,40.0,5.0,139129.44,1.0,0.0,1.0,32635.54,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1565.0,15742613.0,Warner,773.0,Germany,Female,42.0,8.0,152324.66,2.0,1.0,0.0,171733.22,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1566.0,15649523.0,Kennedy,581.0,France,Male,38.0,1.0,0.0,2.0,1.0,0.0,46176.22,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1567.0,15651063.0,Ifeatu,524.0,Germany,Female,37.0,9.0,127480.58,2.0,1.0,0.0,179634.69,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,Banking,1568.0,15683124.0,Evans,713.0,France,Male,53.0,6.0,115029.4,1.0,0.0,0.0,191521.32,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1569.0,15618314.0,Chu,676.0,France,Male,40.0,8.0,114005.78,1.0,1.0,1.0,67998.45,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,Banking,1570.0,15670823.0,Hsueh,651.0,Germany,Female,42.0,1.0,116646.76,1.0,1.0,0.0,44731.8,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,Banking,1571.0,15607133.0,Shih,717.0,Spain,Female,49.0,1.0,110864.38,2.0,1.0,1.0,124532.9,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1572.0,15615012.0,Fan,594.0,France,Male,23.0,5.0,156267.59,1.0,1.0,0.0,160968.44,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,Banking,1573.0,15725141.0,Whiddon,716.0,France,Female,44.0,3.0,109528.28,1.0,1.0,0.0,27341.63,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1574.0,15623560.0,Onyekachukwu,668.0,France,Female,35.0,6.0,102482.76,1.0,1.0,1.0,53994.64,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1575.0,15693018.0,Ermakova,678.0,Germany,Male,23.0,10.0,115563.71,1.0,1.0,1.0,91633.53,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1576.0,15636756.0,Marino,545.0,France,Male,23.0,2.0,0.0,2.0,1.0,0.0,189613.12,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1577.0,15647474.0,Niu,613.0,France,Female,40.0,9.0,95624.36,2.0,1.0,1.0,60706.33,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1578.0,15576714.0,Manna,687.0,Spain,Female,21.0,8.0,0.0,2.0,1.0,1.0,154767.34,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1579.0,15585047.0,Onyemere,715.0,France,Male,28.0,7.0,160376.61,1.0,0.0,0.0,196853.11,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1580.0,15743976.0,Archer,618.0,Germany,Male,41.0,8.0,37702.79,1.0,1.0,1.0,195775.48,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1581.0,15793881.0,Mitchell,721.0,France,Female,35.0,6.0,118273.83,1.0,0.0,1.0,3086.89,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1582.0,15576517.0,Everingham,445.0,Germany,Female,34.0,7.0,131082.17,2.0,1.0,1.0,70618.0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1583.0,15631072.0,Huie,690.0,France,Male,38.0,1.0,94456.0,2.0,0.0,1.0,55034.02,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,Banking,1584.0,15730394.0,Crowther,709.0,France,Female,43.0,8.0,0.0,2.0,0.0,0.0,168035.62,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1585.0,15631460.0,Swift,671.0,Spain,Female,42.0,3.0,0.0,2.0,1.0,1.0,128449.33,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1586.0,15692002.0,Skelton,538.0,France,Male,33.0,6.0,93791.38,1.0,1.0,1.0,199249.29,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1587.0,15595282.0,White,735.0,France,Female,33.0,4.0,0.0,2.0,1.0,0.0,149474.69,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1588.0,15789548.0,Giordano,592.0,France,Female,37.0,7.0,0.0,2.0,1.0,1.0,126726.33,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1589.0,15758035.0,Bateson,747.0,France,Male,61.0,7.0,155973.13,1.0,0.0,1.0,147554.26,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1590.0,15617518.0,Hu,675.0,Germany,Male,36.0,7.0,89409.95,1.0,1.0,1.0,149399.7,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1591.0,15651802.0,Day,632.0,Spain,Female,39.0,5.0,97854.37,2.0,1.0,0.0,93536.38,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1592.0,15631813.0,Beneventi,621.0,France,Male,39.0,6.0,0.0,2.0,1.0,1.0,58883.91,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1593.0,15729668.0,Elizabeth,521.0,Spain,Male,29.0,3.0,60280.62,1.0,1.0,0.0,154271.41,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1594.0,15741728.0,Atkins,591.0,Spain,Male,36.0,7.0,135216.8,1.0,1.0,1.0,122022.89,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1595.0,15576676.0,Serrano,706.0,Germany,Female,28.0,6.0,124923.35,2.0,1.0,1.0,50299.14,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1596.0,15711378.0,Willis,677.0,France,Male,38.0,4.0,0.0,2.0,1.0,0.0,187800.63,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,Banking,1597.0,15765520.0,Stevenson,769.0,Germany,Male,27.0,7.0,188614.07,1.0,1.0,0.0,171344.09,,,,,,,,,,,,,,,,,
